,name,size,types,subtype,alignment,armor_class,hit_points,str_stats,dex_stats,con_stats,int_stats,wis_stats,cha_stats,dmg_vul,dmg_resist,dmg_immun,condition_immun,cr,legendary_desc,size_m
849,Shockwing,Small,beast,,unaligned,12,27,11,15,14,3,10,7,,,lightning,,1.0,,0.9
850,Shoggoth,Huge,aberration,,chaotic neutral,18,387,26,14,28,12,16,13,,"fire, bludgeoning, piercing","cold, thunder, slashing","blinded, deafened, prone, stunned, unconscious",19.0,,6.86
851,Shoreline Scrapper,Large,beast,,unaligned,16,93,16,12,16,3,11,5,,,,,4.0,,3.5
852,Shrieker,Medium,plant,,unaligned,5,13,1,1,10,1,3,1,,,,"blinded, deafened, frightened",0.0,,1.8
853,Shroud,Medium,undead,,neutral evil,13,9,4,13,10,2,10,8,,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",0.125,,1.8
854,Sigilian,Medium,construct,,unaligned,14,65,6,18,14,5,10,20,psychic,"bludgeoning, piercing and slashing from nonmagical attacks",poison,"blinded, charmed, deafened, exhaustion, frightened, paralyzed, poisoned, unconscious",2.0,,1.8
855,Silver Dragon Wyrmling,Medium,dragon,,lawful good,17,45,19,10,17,12,11,15,,,cold,,2.0,,1.8
856,Simhamukha,Huge,celestial,dakini,chaotic good,16,115,21,15,19,12,17,19,,"cold, fire, lightning, psychic; bludgeoning, piericing, and slashing damage from nonmagical attacks","necrotic, poison, radiant",poisoned,8.0,,6.86
857,Simurg,Gargantuan,celestial,,neutral good,15,108,18,11,17,14,17,16,,radiant,,,5.0,,10.0
858,Skein Witch,Medium,celestial,,neutral,20,162,6,12,14,16,20,20,,radiant,"fire, lightning, psychic",,12.0,,1.8
859,Skeleton,Medium,undead,,lawful evil,13,13,10,14,15,6,8,5,bludgeoning,,,poisoned,0.25,,1.8
860,Skin Bat,Small,undead,,neutral evil,13,14,12,16,10,2,13,6,,,poison,poisoned,0.5,,0.9
861,Skitterhaunt,Large,ooze,,unaligned,14,95,15,11,19,1,7,1,,,acid,"blinded, charmed, deafened, exhaustion, frightened, prone",4.0,,3.5
862,Skull Drake,Medium,dragon,,neutral,15,75,16,17,16,8,12,10,radiant,poison,necrotic,poisoned,3.0,,1.8
863,Skull Lantern,Tiny,undead,,unaligned,13,14,1,16,12,3,6,5,,,poison,"charmed, exhaustion, frightened, paralyzed, poisoned, prone, unconscious",0.25,,0.6
864,Sleipnir,Large,monstrosity,,neutral good,15,105,20,12,20,10,15,10,,cold,,exhaustion,5.0,,3.5
865,Slow Storm,Huge,elemental,,chaotic neutral,19,225,20,19,22,11,16,11,,"acid, cold, fire",lightning,prone,15.0,,6.86
866,Sluagh Swarm,Medium,swarm of Tiny fey,,chaotic evil,13,54,6,16,11,6,13,10,,"cold; bludgeoning, piercing, and slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",3.0,,1.8
867,Smaragdine Golem,Large,construct,,unaligned,17,231,24,11,21,3,11,1,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",14.0,,3.5
868,Snow Cat,Medium,beast,,unaligned,12,13,14,14,10,3,14,7,,,,,0.25,,1.8
869,Snow Hag,Medium,fey,,neutral evil,17,82,16,12,16,13,14,16,fire,,cold,,3.0,,1.8
870,Snow Queen,Medium,fey,,neutral evil,17,123,16,18,14,18,20,18,,"bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't cold iron",cold,"charmed, frightened, exhaustion",16.0,"The Snow Queen can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The Snow Queen regains spent legendary actions at the start of her turn.",1.8
871,Solar,Large,celestial,,lawful good,21,243,26,22,26,25,25,30,,"radiant; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, frightened, poisoned",21.0,"The solar can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The solar regains spent legendary actions at the start of its turn.",3.5
872,Son Of Fenris,Huge,monstrosity,,chaotic evil,17,175,26,16,23,16,18,14,,"psychic, radiant","cold, lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",12.0,,6.86
873,Song Angel,Large,celestial,,lawful good,15,76,12,16,16,18,18,21,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,"charmed, exhaustion, frightened",6.0,,3.5
874,Sootwing,Small,beast,,unaligned,11,13,11,12,12,3,10,7,,,fire,,0.25,,0.9
875,Sooze,Medium,aberration,shoth,lawful neutral,12,49,14,10,10,10,14,16,,"acid, cold, fire",,,0.5,,1.8
876,Soul Eater,Medium,fiend,,neutral evil,16,104,13,22,14,12,11,11,,"bludgeoning, piercing, and slashing from nonmagical weapons",poison,"paralyzed, poisoned, stunned, unconscious",7.0,,1.8
877,Spark,Tiny,elemental,,chaotic neutral,16,84,4,20,18,10,12,17,,"acid, fire, force, thunder; bludgeoning, piercing, and slashing from nonmagical weapons",lightning,"exhaustion, grappled, paralyzed, poisoned, prone, restrained, unconscious",7.0,,0.6
878,Spawn Of Akyishigal,Medium,fiend,demon,chaotic evil,15,119,15,13,19,10,11,12,,,poison,poisoned,5.0,,1.8
879,Spawn Of Arbeyach,Medium,fiend,devil,lawful evil,17,78,18,15,15,10,13,12,,,poison,poisoned,5.0,,1.8
880,Spawn of Chernobog,Large,fiend,,chaotic evil,14,95,22,12,18,10,12,12,radiant,necrotic,,"charmed, frightened",4.0,,3.5
881,Speaker to the Darkness,Small,humanoid,derro,chaotic evil,16,135,11,16,18,10,9,18,radiant,,,frightened,5.0,,0.9
882,Specter,Medium,undead,,chaotic evil,12,22,1,14,11,10,10,11,,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",1.0,,1.8
883,Spectral Guardian,Medium,undead,,neutral evil,14,110,6,18,18,11,16,18,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing damage from nonmagical weapons","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",6.0,,1.8
884,Spider,Tiny,beast,,unaligned,12,1,2,14,8,1,10,2,,,,,0.0,,0.6
885,Spider Drake,Large,dragon,,lawful evil,18,136,19,13,17,7,16,15,,,poison,poisoned,9.0,,3.5
886,Spider Of Leng,Large,aberration,,chaotic evil,15,144,14,16,16,17,10,10,,poison,,"charmed, poisoned, unconscious",7.0,,3.5
887,Spider Thief,Small,construct,,unaligned,13,54,10,12,12,3,10,1,,fire,"poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",2.0,,0.9
888,Spinosaurus,Gargantuan,beast,,unaligned,15,231,27,9,22,2,11,10,,,,,13.0,"The spinosaurus can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The spinosaurus regains spent legendary actions at the start of its turn.",10.0
889,Spire Walker,Tiny,fey,,chaotic neutral,16,38,3,18,14,11,10,14,,piercing from nonmagical weapons,"lightning, thunder",,3.0,,0.6
890,Spirit Lamp,Medium,undead,,chaotic evil,17,82,12,19,16,13,14,19,,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison, psychic","charmed, frightened, poisoned, unconscious",7.0,,1.8
891,Spirit Naga,Large,monstrosity,,chaotic evil,15,75,18,17,14,16,15,16,,,poison,"charmed, poisoned",8.0,,3.5
892,Spree,Small,fiend,demon,chaotic evil,15,84,11,17,16,10,8,15,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"frightened, poisoned",5.0,,0.9
893,Sprite,Tiny,fey,,neutral good,15,2,3,18,10,14,13,11,,,,,0.25,,0.6
894,Spy,Medium,humanoid,any race,any alignment,12,27,10,15,10,12,14,16,,,,,1.0,,1.8
895,Star Drake,Large,dragon,,neutral,19,189,20,17,21,16,24,20,,,"cold, fire; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, frightened, paralyzed, unconscious",15.0,"The drake can take 3 legendary actions, choosing from the options below. Only one option can be used at a time and only at the end of another creature's turn. The drake regains spent legendary actions at the start of its turn.",3.5
896,Star Spawn Of Cthulhu,Large,fiend,,chaotic evil,17,187,25,15,24,30,18,23,,"bludgeoning, piercing, slashing","cold, fire, lightning, poison, psychic","exhaustion, frightened, paralyzed, petrified, poisoned",15.0,,3.5
897,Steam Golem,Large,construct,,unaligned,18,171,26,12,18,3,10,1,,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",13.0,,3.5
898,Steam Mephit,Small,elemental,,neutral evil,10,21,5,11,10,11,10,12,,,"fire, poison",poisoned,0.25,,0.9
899,Stirge,Tiny,beast,,unaligned,14,2,4,16,11,2,8,6,,,,,0.125,,0.6
900,Stone Giant,Huge,giant,,neutral,17,126,23,15,20,10,12,9,,,,,7.0,,6.86
901,Stone Golem,Large,construct,,unaligned,17,178,22,9,20,3,11,1,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",10.0,,3.5
902,Storm Giant,Huge,giant,,chaotic good,16,230,29,14,20,16,18,18,,cold,"lightning, thunder",,13.0,,6.86
903,Storm Lord,Huge,elemental,,neutral,17,161,20,18,16,12,14,18,,"acid, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",13.0,,6.86
904,Storm Spirit,Medium,elemental,,neutral,14,22,12,14,11,6,10,6,,,"lightning, thunder","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",0.5,,1.8
905,Stryx,Tiny,monstrosity,,neutral,13,10,3,17,11,8,15,6,,,,,0.125,,0.6
906,Stuhac,Medium,fiend,,neutral evil,18,190,22,18,20,12,16,15,,"acid, fire; bludgeoning and piercing from nonmagical weapons","cold, poison",poisoned,13.0,,1.8
907,Stygian Fat-Tailed Scorpion,Tiny,beast,,unaligned,14,10,3,16,10,1,10,2,,,,,3.0,,0.6
908,Subek,Large,humanoid,subek,lawful neutral,17,76,19,10,18,14,13,13,,,,,5.0,,3.5
909,Succubus/Incubus,Medium,fiend,shapechanger,neutral evil,15,66,8,17,13,15,12,20,,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons",,,4.0,,1.8
910,Sunset Raptor,Medium,monstrosity,,unaligned,13,32,12,15,14,4,12,16,,,,,1.0,,1.8
911,Suppurating Ooze,Medium,ooze,,unaligned,8,30,16,6,16,1,6,2,,"cold, necrotic, slashing",poison,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone",1.0,,1.8
912,Suturefly,Tiny,beast,,unaligned,14,7,1,19,10,1,12,4,,,,,0.25,,0.6
913,Swamp Adder,Small,beast,,unaligned,13,18,4,16,12,1,10,4,,,,,0.25,,0.9
914,Swarm of Bats,Medium,swarm of Tiny beasts,,unaligned,12,22,5,15,10,2,12,4,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.25,,1.8
915,Swarm of Beetles,Medium,swarm of Tiny beasts,,unaligned,12,22,3,13,10,1,7,1,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.5,,1.8
916,Swarm of Centipedes,Medium,swarm of Tiny beasts,,unaligned,12,22,3,13,10,1,7,1,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.5,,1.8
917,Swarm of Insects,Medium,swarm of Tiny beasts,,unaligned,12,22,3,13,10,1,7,1,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.5,,1.8
918,Swarm of Poisonous Snakes,Medium,swarm of Tiny beasts,,unaligned,14,36,8,18,11,1,10,3,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",2.0,,1.8
919,Swarm of Quippers,Medium,swarm of Tiny beasts,,unaligned,13,28,13,16,9,1,7,2,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",1.0,,1.8
920,Swarm of Rats,Medium,swarm of Tiny beasts,,unaligned,10,24,9,11,9,2,10,3,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.25,,1.8
921,Swarm of Ravens,Medium,swarm of Tiny beasts,,unaligned,12,24,6,14,8,3,12,6,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.25,,1.8
922,Swarm of Spiders,Medium,swarm of Tiny beasts,,unaligned,12,22,3,13,10,1,7,1,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",0.5,,1.8
923,Swarm of Wasps,Medium,swarm of Tiny beasts,,unaligned,12,22,3,13,10,1,7,1,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",0.5,,1.8
924,Swolbold,Medium,humanoid,kobold,chaotic neutral,14,65,19,11,15,6,12,7,,bludgeoning,,,3.0,,1.8
925,Tar Ghoul,Medium,undead,,neutral evil,13,66,16,17,13,11,10,8,,necrotic,"fire, poison","charmed, exhaustion, poisoned",4.0,,1.8
926,Tarrasque,Gargantuan,monstrosity,titan,unaligned,25,676,30,11,30,3,11,11,,,"fire, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, frightened, paralyzed, poisoned",30.0,"The tarrasque can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The tarrasque regains spent legendary actions at the start of its turn.",10.0
927,Temple Dog,Medium,celestial,,good,15,97,18,14,15,8,14,10,,"bludgeoning, piercing, and slashing from nonmagical weapons",,,5.0,,1.8
928,Terror Bird,Large,beast,,unaligned,12,65,18,12,14,3,12,10,,,,,2.0,,3.5
929,The Barbed,Small,humanoid,kobold,lawful evil,13,44,14,16,12,8,10,11,,,poison,poisoned,1.0,,0.9
930,Thorned Sulfurlord,Huge,fiend,,chaotic evil,17,171,20,14,16,10,9,12,cold,,"fire, poison","charmed, poisoned",11.0,,6.86
931,Thread-Bound Constrictor Snake,Huge,construct,,unaligned,12,60,19,14,12,1,10,3,,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",3.0,,6.86
932,Three-Headed Clockwork Dragon,Huge,construct,,unaligned,18,275,25,10,23,10,10,1,,,"poison, psychic","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",14.0,,6.86
933,Three-Headed Cobra,Large,monstrosity,,unaligned,16,127,14,18,16,4,10,6,,poison,,,5.0,,3.5
934,Thuellai,Huge,elemental,,chaotic neutral,17,149,22,24,20,10,11,14,,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",10.0,,6.86
935,Thug,Medium,humanoid,any race,any non-good alignment,11,32,15,11,14,10,10,11,,,,,0.5,,1.8
936,Thursir Giant,Large,giant,,neutral evil (50%) lawful evil (50%),13,114,19,10,18,13,15,11,,,,,3.0,,3.5
937,Tiger,Large,beast,,unaligned,12,37,17,15,14,3,12,8,,,,,1.0,,3.5
938,Titanoboa,Gargantuan,beast,,unaligned,14,232,26,10,20,3,10,3,,,,,12.0,,10.0
939,Tophet,Huge,construct,,neutral evil,16,184,24,10,20,6,10,10,,necrotic,"fire, cold, poison","exhaustion, frightened, paralyzed, petrified, poisoned",8.0,,6.86
940,Tosculi Drone,Small,monstrosity,,lawful evil,13,22,8,16,14,8,12,4,,,,,0.5,,0.9
941,Tosculi Elite Bow Raider,Medium,humanoid,tosculi,lawful evil,16,97,14,18,17,12,14,12,,,,,5.0,,1.8
942,Tosculi Hive-Queen,Large,monstrosity,,lawful evil,17,157,17,24,20,16,16,18,,,poison,"charmed, poisoned",12.0,"The hive-queen can take 3 legendary actions, choosing from the options below. Only one option can be used at a time and only at the end of another creature's turn. The hive-queen regains spent legendary actions at the start of its turn.",3.5
943,Tosculi Jeweled Drone,Small,humanoid,tosculi,lawful evil,15,90,10,18,18,14,14,17,,,,"charmed, frightened",4.0,,0.9
944,Tosculi Warrior,Small,monstrosity,,lawful evil,15,58,12,20,16,10,12,12,,,,,2.0,,0.9
945,"Totivillus, Scribe Of Hell",Medium,fiend,devil,lawful evil,19,299,18,18,24,26,22,18,,"bludgeoning, piercing, and slashing from nonmagical weapons","fire, poison",poisoned,24.0,"Totivillus can take 3 legendary actions, choosing from the options below. Only one option can be used at a time and only at the end of another creature's turn. Totivillus regains spent legendary actions at the start of its turn.",1.8
946,Treacle,Tiny,ooze,,unaligned,13,22,4,6,17,1,1,10,,,,,0.25,,0.6
947,Treant,Huge,plant,,chaotic good,16,138,23,8,21,12,16,12,fire,"bludgeoning, piercing",,,9.0,,6.86
948,Tribal Warrior,Medium,humanoid,any race,any alignment,12,11,13,11,12,8,11,8,,,,,0.125,,1.8
949,Triceratops,Huge,beast,,unaligned,13,95,22,9,17,2,11,5,,,,,5.0,,6.86
950,Troll,Large,giant,,chaotic evil,15,84,18,13,20,7,9,7,,,,,5.0,,3.5
951,Trollkin Reaver,Medium,humanoid,trollkin,neutral,14,82,19,13,16,11,12,13,,,,,4.0,,1.8
952,Trollkin Shaman,Medium,humanoid,trollkin,neutral,14,78,14,13,14,10,16,12,,,,,4.0,,1.8
953,Trollking Grunt,Medium,humanoid,trollkin,neutral,14,45,18,13,16,9,11,10,,,,,2.0,,1.8
954,Tulpa,Medium,undead,,neutral evil,13,39,14,16,14,10,14,9,radiant,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison","charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained",4.0,,1.8
955,Tusked Crimson Ogre,Large,giant,,chaotic evil,14,93,19,8,16,5,7,7,,poison,,frightened,5.0,,3.5
956,Tusked Skyfish,Large,aberration,,lawful good,14,102,17,12,17,3,14,10,,,lightning,,4.0,,3.5
957,Tveirherjar,Medium,undead,,lawful evil,18,102,19,12,19,10,14,14,,slashing from nonmagical attacks,poison,poisoned,7.0,,1.8
958,Two-Headed Eagle,Huge,monstrosity,,unaligned,15,142,20,21,16,6,12,14,,,,charmed,7.0,,6.86
959,Tyrannosaurus Rex,Huge,beast,,unaligned,13,136,25,10,19,2,12,9,,,,,8.0,,6.86
960,Umbral Vampire,Medium,fiend,,chaotic evil,14,84,1,18,15,14,14,19,,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","cold, necrotic, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",7.0,,1.8
961,Undead Phoenix,Huge,undead,,chaotic evil,17,142,23,14,17,8,17,9,,,"necrotic, fire, poison",poisoned,12.0,,6.86
962,Unhatched,Small,undead,,chaotic evil,14,71,15,14,16,18,10,9,bludgeoning,"necrotic, piercing",poison,"charmed, exhaustion, frightened, paralyzed, poisoned",4.0,,0.9
963,Unicorn,Large,celestial,,lawful good,12,67,18,14,15,11,17,16,,,poison,"charmed, paralyzed, poisoned",5.0,"The unicorn can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The unicorn regains spent legendary actions at the start of its turn.",3.5
964,Uraeus,Tiny,celestial,,lawful neutral,14,40,6,15,14,10,14,9,,"fire; bludgeoning, piercing, and slashing damage from nonmagical weapons",poison,poisoned,2.0,,0.6
965,Urochar (Strangling Watcher),Huge,aberration,,chaotic evil,19,256,24,15,24,14,14,20,,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",thunder,frightened,17.0,"The urochar can take 3 legendary actions, choosing from the options below. Only one option can be used at a time and only at the end of another creature's turn. The strangling watcher regains spent legendary actions at the start of its turn.",6.86
966,Ursa Polaris,Large,monstrosity,,neutral evil,15,133,20,12,18,4,16,5,fire,,cold,,7.0,,3.5
967,Ushabti,Large,construct,,unaligned,18,105,21,17,20,11,19,9,,,"poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",9.0,,3.5
968,Vaettir,Medium,undead,,lawful evil,15,120,20,14,16,10,12,14,,,"necrotic, poison","charmed, frightened, poisoned",4.0,,1.8
969,Valkyrie,Medium,celestial,,neutral,16,112,18,18,16,12,19,18,,"acid, cold, fire, lightning, thunder","bludgeoning, piercing, and slashing from nonmagical weapons",frightened,11.0,"A valkyrie can take 3 legendary actions, choosing from the options below. Only one option can be used at a time and only at the end of another creature's turn. A valkyrie regains spent legendary actions at the start of her turn.",1.8
970,Vampire,Medium,undead,shapechanger,lawful evil,16,144,18,18,18,17,15,18,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons",,,13.0,"The vampire can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The vampire regains spent legendary actions at the start of its turn.",1.8
971,Vampire Patrician,Medium,undead,,lawful evil,16,119,15,18,18,16,13,20,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,10.0,,1.8
972,Vampire Priestess,Medium,undead,,lawful evil,16,105,16,12,16,13,20,15,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,charmed,8.0,,1.8
973,Vampire Spawn,Medium,undead,,neutral evil,15,82,16,16,16,11,10,12,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons",,,5.0,,1.8
974,Vampire Warlock - Variant,Medium,undead,shapechanger,lawful evil,16,144,18,18,18,17,15,18,,"necrotic, bludgeoning, piercing, and slashing from nonmagical weapons",,,13.0,Misty Step. The vampire warlock uses misty step.,1.8
975,Vampiric Knight,Medium,undead,,neutral evil,20,127,20,14,18,13,17,14,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,11.0,,1.8
976,Vanara,Medium,humanoid,simian,neutral good,13,55,14,16,12,11,15,12,,,,,2.0,,1.8
977,Vapor Lynx,Large,monstrosity,,chaotic neutral,14,127,15,18,16,10,13,14,,,,,5.0,,3.5
978,Vellso,Medium,fiend,demon,chaotic evil,15,120,18,15,16,9,14,7,,"cold, fire, lightning","necrotic, poison",poisoned,7.0,,1.8
979,Venom Elemental,Large,elemental,,neutral,14,93,17,14,16,6,10,8,,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",4.0,,3.5
980,Venom Maw Hydra,Huge,monstrosity,,unaligned,15,231,19,17,18,5,10,7,,fire,acid,,12.0,"The venom maw hydra can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The hydra regains spent legendary actions at the start of its turn.",6.86
981,Venomous Mummy,Medium,undead,,lawful evil,11,58,16,8,15,7,10,14,,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, frightened, paralyzed, poisoned",3.0,,1.8
982,Vesiculosa,Gargantuan,plant,,unaligned,15,203,20,10,19,2,14,2,,"fire, bludgeoning, piercing",,"charmed, blinded, deafened, frightened, prone",11.0,,10.0
983,Veteran,Medium,humanoid,any race,any alignment,17,58,16,13,14,10,11,10,,,,,3.0,,1.8
984,Vila,Medium,fey,,lawful neutral,15,77,12,20,13,11,14,16,,"bludgeoning, piercing, and slashing from nonmagical weapons",,,5.0,,1.8
985,Vile Barber,Small,fey,,chaotic evil,15,28,12,18,10,10,8,10,,"bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered or made of cold iron",,frightened,2.0,,0.9
986,Vine Lord,Medium,plant,,lawful neutral,16,105,12,20,16,14,16,18,,,,"blinded, deafened",7.0,,1.8
987,Vine Lord's Tendril Puppet,Medium,plant,,lawful neutral,13,34,16,12,18,6,6,8,,,,"blinded, deafened",2.0,,1.8
988,Vine Troll Skeleton,Large,plant,,unaligned,16,119,20,12,16,6,8,5,,"bludgeoning,",poison,"deafened, exhaustion, poisoned",9.0,,3.5
989,Vines of Nemthyr,Large,plant,,neutral evil,15,133,19,12,19,5,13,5,,"cold, poison",,"blinded, deafened, frightened, poisoned",8.0,,3.5
990,Violet Fungus,Medium,plant,,unaligned,5,18,3,1,10,1,3,1,,,,"blinded, deafened, frightened",0.25,,1.8
991,Void Dragon Wyrmling,Medium,dragon,,chaotic neutral,17,45,16,10,17,12,9,17,,,cold,,2.0,,1.8
992,Void Giant,Huge,giant,,chaotic neutral,14,210,24,10,18,18,10,14,,,,,11.0,,6.86
993,Voidling,Large,aberration,,chaotic evil,16,110,15,22,10,14,16,10,,,necrotic,"exhaustion, petrified, prone",11.0,,3.5
994,Vrock,Large,fiend,demon,chaotic evil,15,104,17,15,18,8,13,8,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,6.0,,3.5
995,Vulture,Medium,beast,,unaligned,10,5,7,10,13,2,12,4,,,,,0.0,,1.8
996,Wampus Cat,Medium,monstrosity,,chaotic neutral,14,58,14,18,15,12,14,16,,,,,1.0,,1.8
997,War Machine Golem,Gargantuan,construct,,unaligned,18,232,26,8,21,3,10,1,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned",18.0,,10.0
998,War Wyvern,Large,dragon,,unaligned,15,119,20,12,16,6,14,6,,,,,7.0,,3.5
999,Warhorse,Large,beast,,unaligned,11,19,18,12,13,2,12,7,,,,,0.5,,3.5
1000,Warhorse Skeleton,Large,undead,,lawful evil,13,22,18,12,15,2,8,5,bludgeoning,,poison,"exhaustion, poisoned",0.5,,3.5
1001,Warlock's Trumpetbloom,Large,plant,,neutral evil,15,152,17,10,18,6,10,6,,fire,poison,"blinded, deafened, exhaustion, poisoned",7.0,,3.5
1002,Wasteland Dragon Wyrmling,Medium,dragon,,chaotic evil,17,60,17,10,17,12,11,13,,,force,,3.0,,1.8
1003,Water Elemental,Large,elemental,,neutral,14,114,18,14,18,5,10,8,,"acid; bludgeoning, piercing, and slashing from nonmagical weapons",poison,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",5.0,,3.5
1004,Water Horse,Medium,fey,shapechanger,neutral evil,12,77,16,14,13,10,12,15,,,,,4.0,,1.8
1005,Water Leaper,Large,monstrosity,,unaligned,14,97,16,14,15,4,12,5,,,,,4.0,,3.5
1006,Weasel,Tiny,beast,,unaligned,13,1,3,16,8,2,12,3,,,,,0.0,,0.6
1007,Weaving Spider,Tiny,construct,,unaligned,15,25,10,16,10,9,8,8,,,poison,"blinded, charmed, deafened, exhaustion, frightened, paralyzed, poisoned",1.0,,0.6
1008,Weeping Treant,Huge,plant,,neutral,17,105,21,8,20,12,16,11,,bludgeoning and piercing,,,6.0,,6.86
1009,Weirding Scroll,Tiny,construct,,unaligned,10,27,1,10,15,16,10,8,fire,"cold; bludgeoning, piercing, and slashing damage from nonmagical attacks","poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned",0.5,,0.6
1010,Wendigo,Medium,monstrosity,,chaotic evil,16,150,21,18,16,11,16,12,,"bludgeoning, piercing, and slashing from nonmagical attacks","cold, fire","exhaustion, stunned",11.0,,1.8
1011,Werebat,Medium,humanoid,"human, shapechanger",lawful evil,13,66,12,16,12,10,12,9,,,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",,3.0,,1.8
